0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000000e+01,-2.299999999999999822e+00,3.000000000000000000e+00
1.869999999999999929e+01,-7.799999999999999822e+00,6.000000000000000000e+00
2.630000000000000071e+01,-1.119999999999999929e+01,8.000000000000000000e+00
6.559999999999999432e+01,-1.900000000000000000e+01,1.400000000000000000e+01
7.270000000000000284e+01,-2.139999999999999858e+01,1.500000000000000000e+01
8.629999999999999716e+01,-2.850000000000000000e+01,1.700000000000000000e+01
9.620000000000000284e+01,-3.820000000000000284e+01,1.900000000000000000e+01
1.022999999999999972e+02,-5.279999999999999716e+01,2.100000000000000000e+01
1.055999999999999943e+02,-7.790000000000000568e+01,2.400000000000000000e+01
1.034000000000000057e+02,-9.290000000000000568e+01,2.600000000000000000e+01
9.879999999999999716e+01,-1.075000000000000000e+02,2.900000000000000000e+01
9.790000000000000568e+01,-1.090000000000000000e+02,3.100000000000000000e+01
9.720000000000000284e+01,-1.080000000000000000e+02,3.800000000000000000e+01
9.379999999999999716e+01,-1.092000000000000028e+02,7.100000000000000000e+01
9.500000000000000000e+01,-1.100000000000000000e+02,9.300000000000000000e+01
9.529999999999999716e+01,-1.157000000000000028e+02,9.800000000000000000e+01
9.770000000000000284e+01,-1.185000000000000000e+02,9.900000000000000000e+01
1.102999999999999972e+02,-1.260000000000000000e+02,1.020000000000000000e+02
1.860999999999999943e+02,-1.606999999999999886e+02,1.130000000000000000e+02
1.935999999999999943e+02,-1.629000000000000057e+02,1.140000000000000000e+02
2.335000000000000000e+02,-1.800999999999999943e+02,1.190000000000000000e+02
2.821999999999999886e+02,-1.979000000000000057e+02,1.260000000000000000e+02
2.878000000000000114e+02,-2.019000000000000057e+02,1.280000000000000000e+02
2.876000000000000227e+02,-2.055999999999999943e+02,1.290000000000000000e+02
2.598999999999999773e+02,-2.615000000000000000e+02,1.360000000000000000e+02
2.400000000000000000e+02,-2.981000000000000227e+02,1.400000000000000000e+02
2.269000000000000057e+02,-3.133000000000000114e+02,1.420000000000000000e+02
2.091999999999999886e+02,-3.228999999999999773e+02,1.440000000000000000e+02
1.794000000000000057e+02,-3.341999999999999886e+02,1.470000000000000000e+02
1.403000000000000114e+02,-3.513000000000000114e+02,1.510000000000000000e+02
1.252999999999999972e+02,-3.563999999999999773e+02,1.530000000000000000e+02
1.194000000000000057e+02,-3.571999999999999886e+02,1.540000000000000000e+02
1.137999999999999972e+02,-3.543999999999999773e+02,1.550000000000000000e+02
1.102000000000000028e+02,-3.508999999999999773e+02,1.560000000000000000e+02
1.005999999999999943e+02,-3.291999999999999886e+02,1.600000000000000000e+02
9.659999999999999432e+01,-3.233999999999999773e+02,1.610000000000000000e+02
8.670000000000000284e+01,-3.148999999999999773e+02,1.630000000000000000e+02
7.470000000000000284e+01,-3.083999999999999773e+02,1.650000000000000000e+02
4.489999999999999858e+01,-2.996000000000000227e+02,1.690000000000000000e+02
1.939999999999999858e+01,-2.951999999999999886e+02,1.720000000000000000e+02
2.100000000000000089e+00,-2.940000000000000000e+02,1.740000000000000000e+02
-2.019999999999999929e+01,-2.945000000000000000e+02,1.770000000000000000e+02
-2.980000000000000071e+01,-2.955000000000000000e+02,1.790000000000000000e+02
-3.679999999999999716e+01,-2.978000000000000114e+02,1.840000000000000000e+02
-3.450000000000000000e+01,-2.958000000000000114e+02,2.370000000000000000e+02
