0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.640000000000000568e+01,-4.970000000000000284e+01,7.000000000000000000e+00
2.071999999999999886e+02,-1.290000000000000000e+02,1.900000000000000000e+01
2.221999999999999886e+02,-1.411999999999999886e+02,2.100000000000000000e+01
2.274000000000000057e+02,-1.475000000000000000e+02,2.200000000000000000e+01
2.348000000000000114e+02,-1.609000000000000057e+02,2.400000000000000000e+01
2.359000000000000057e+02,-1.675999999999999943e+02,2.500000000000000000e+01
2.348000000000000114e+02,-1.836999999999999886e+02,2.700000000000000000e+01
2.320000000000000000e+02,-1.923000000000000114e+02,2.800000000000000000e+01
2.210000000000000000e+02,-2.111999999999999886e+02,3.000000000000000000e+01
2.131999999999999886e+02,-2.211999999999999886e+02,3.100000000000000000e+01
1.629000000000000057e+02,-2.968000000000000114e+02,3.700000000000000000e+01
1.483000000000000114e+02,-3.153000000000000114e+02,3.900000000000000000e+01
1.404000000000000057e+02,-3.213000000000000114e+02,4.000000000000000000e+01
1.321999999999999886e+02,-3.256000000000000227e+02,4.100000000000000000e+01
1.225000000000000000e+02,-3.281000000000000227e+02,4.200000000000000000e+01
1.110000000000000000e+02,-3.293000000000000114e+02,4.300000000000000000e+01
7.070000000000000284e+01,-3.291000000000000227e+02,4.600000000000000000e+01
5.489999999999999858e+01,-3.265000000000000000e+02,4.700000000000000000e+01
3.800000000000000000e+01,-3.213000000000000114e+02,4.800000000000000000e+01
2.100000000000000000e+01,-3.140000000000000000e+02,4.900000000000000000e+01
-1.032999999999999972e+02,-2.501999999999999886e+02,5.500000000000000000e+01
-1.531999999999999886e+02,-2.261999999999999886e+02,5.700000000000000000e+01
-1.785000000000000000e+02,-2.148000000000000114e+02,5.800000000000000000e+01
-3.011000000000000227e+02,-1.645000000000000000e+02,6.300000000000000000e+01
-3.706000000000000227e+02,-1.309000000000000057e+02,6.600000000000000000e+01
-5.475000000000000000e+02,-3.989999999999999858e+01,7.300000000000000000e+01
-1.050500000000000000e+03,2.245999999999999943e+02,9.000000000000000000e+01
-1.234900000000000091e+03,3.223000000000000114e+02,9.600000000000000000e+01
-1.327799999999999955e+03,3.733000000000000114e+02,9.900000000000000000e+01
-1.420799999999999955e+03,4.265000000000000000e+02,1.020000000000000000e+02
-1.607000000000000000e+03,5.365000000000000000e+02,1.080000000000000000e+02
-1.751299999999999955e+03,6.242000000000000455e+02,1.130000000000000000e+02
-1.779599999999999909e+03,6.396000000000000227e+02,1.140000000000000000e+02
-1.807799999999999955e+03,6.528999999999999773e+02,1.150000000000000000e+02
-1.836099999999999909e+03,6.641000000000000227e+02,1.160000000000000000e+02
-1.891599999999999909e+03,6.817000000000000455e+02,1.180000000000000000e+02
-1.916299999999999955e+03,6.876000000000000227e+02,1.190000000000000000e+02
-1.963599999999999909e+03,6.963999999999999773e+02,1.210000000000000000e+02
-2.046400000000000091e+03,7.062000000000000455e+02,1.260000000000000000e+02
-2.156199999999999818e+03,7.231000000000000227e+02,1.380000000000000000e+02
-2.222000000000000000e+03,7.307999999999999545e+02,1.560000000000000000e+02
-2.219400000000000091e+03,7.285000000000000000e+02,1.710000000000000000e+02
-2.248400000000000091e+03,7.292000000000000455e+02,1.780000000000000000e+02
-2.281800000000000182e+03,7.312999999999999545e+02,1.820000000000000000e+02
-2.308800000000000182e+03,7.352000000000000455e+02,1.850000000000000000e+02
-2.325099999999999909e+03,7.348999999999999773e+02,1.870000000000000000e+02
-2.352400000000000091e+03,7.382000000000000455e+02,1.920000000000000000e+02
-2.380800000000000182e+03,7.397999999999999545e+02,1.960000000000000000e+02
-2.389800000000000182e+03,7.382999999999999545e+02,1.980000000000000000e+02
-2.401000000000000000e+03,7.313999999999999773e+02,2.010000000000000000e+02
-2.405800000000000182e+03,7.240000000000000000e+02,2.050000000000000000e+02
-2.409000000000000000e+03,7.107000000000000455e+02,2.080000000000000000e+02
-2.413000000000000000e+03,6.463999999999999773e+02,2.150000000000000000e+02
-2.405900000000000091e+03,5.600000000000000000e+02,2.240000000000000000e+02
-2.404199999999999818e+03,4.651999999999999886e+02,2.350000000000000000e+02
-2.408099999999999909e+03,4.343000000000000114e+02,2.380000000000000000e+02
-2.414000000000000000e+03,4.001999999999999886e+02,2.410000000000000000e+02
-2.422599999999999909e+03,3.618999999999999773e+02,2.440000000000000000e+02
-2.432300000000000182e+03,3.343999999999999773e+02,2.460000000000000000e+02
-2.453400000000000091e+03,2.956000000000000227e+02,2.490000000000000000e+02
-2.469500000000000000e+03,2.706999999999999886e+02,2.510000000000000000e+02
-2.489099999999999909e+03,2.468000000000000114e+02,2.530000000000000000e+02
-2.512300000000000182e+03,2.233000000000000114e+02,2.550000000000000000e+02
