1.509010727044352507e+02,2.791003403795846438e+01
1.421311714494488854e+02,2.077113381594755737e+01
1.311889830092184468e+02,5.344249245684560634e+01
1.752348202914095054e+02,9.367358218836301376e+01
1.547210832147572717e+02,6.698567010935997246e+01
1.018283353505547382e+02,8.055966732801222463e+01
1.288254152554590348e+02,1.544954691892289702e+02
1.302663744905807732e+02,1.152063366312808341e+02
9.621863721475580178e+01,6.222057537503167879e+01
6.027637084581910187e+01,3.930814165029938323e+01
8.576558222730068337e+01,3.924754769409168631e+01
1.009490664399235555e+02,8.831449484654261539e+01
1.073135372179831251e+02,9.612517880347481025e+01
1.114583690423592088e+02,1.690373035752759563e+02
1.172223836442459515e+02,1.655199383760156309e+02
1.034328756420599831e+02,8.899578641711080707e+01
1.117247560516314593e+02,6.024699162613838865e+01
1.037158939027106612e+02,5.634128149057307411e+01
1.106735467922547684e+02,4.284390271672278061e+01
1.602999378910440669e+02,3.748332962798274881e+00
1.087900146009042004e+02,9.141662868428239719e+00
1.037971262977970213e+02,2.702239811711760709e+01
1.205939164554233969e+02,4.388462145216704613e+01
1.289276307792472949e+02,5.109060579010584036e+01
1.380218226826421812e+02,4.273698632332423841e+01
1.449432011884071585e+02,3.572240193492037719e+01
1.402383961874088243e+02,4.560274114568114356e+01
1.204629710908359357e+02,4.763863977907009684e+01
1.127742591275312662e+02,2.737243138634194750e+01
9.038679589303890793e+01,1.235556554755782166e+01
1.434838131572735449e+02,1.010791768862412532e+01
1.194392941741742078e+02,8.095677859203641802e+00
1.185081641512724957e+02,6.067124524847002043e+00
1.146104506244870151e+02,2.039607805437121968e+01
9.141821971498298183e+01,2.362794955132581265e+01
5.656838814085040212e+01,1.947973305771924402e+01
1.897231829553433968e+01,4.659999999999999432e+01
5.902563162757418880e+00,4.704657267006810173e+01
1.845742512867030882e+01,6.736445650341134694e+01
2.504452256853240755e+01,8.152281889139996451e+01
3.042286681097331069e+01,3.577988261579403684e+01
1.849808756068872384e+01,2.332252130452451411e+01
2.464535660607970158e+01,4.370011441632617988e+01
1.913004980451465897e+01,4.203153577969764143e+01
2.599330289821616091e+01,3.626844358392019529e+01
7.299042269954271944e+01,3.053669923223527505e+01
2.246225860670773500e+01,2.127275252523750382e+01
5.550719835493833898e+01,2.408318915758457379e+01
1.027789684015643275e+02,2.730073259090307758e+01
1.207516978861280990e+02,3.039424287591319285e+01
1.390194054207917418e+02,1.932097306038189899e+01
1.281801363749810037e+02,4.833435631101339425e+01
1.265705584655680269e+02,1.684548901041462443e+02
1.367247711672199841e+02,1.410807570152641119e+02
