1.585043495615253164e+02,2.026153992173349039e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.382387860678839218e+02,1.813422179196008344e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
1.154872593298651537e+02,4.821877227802465882e+01,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.496199638708952193e+02,4.750789408087881327e+01,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
1.222327307421057299e+02,2.277586441828279007e+01,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.420693405818089445e+02,2.888754056682569527e+01,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
1.618709103535319684e+02,2.909450119868013473e+01,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.748544042877251741e+02,4.079767150218257399e+01,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.706069689036558543e+02,4.011508444463255074e+01,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01
1.631469928210118780e+02,3.037103883636514112e+01,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01
1.502857399256686506e+02,1.701352403236906596e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01
3.524017168620861185e+01,1.676305461424015597e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01
1.096348230318717185e+02,4.104875150354767577e+00,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01
1.227463270575112233e+02,2.973213749463702982e+00,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01
1.773245733439709113e+02,6.670832032063167105e+00,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01
1.394802844828477646e+02,8.918520056601320078e+00,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01
1.214058631047140580e+02,1.819587865424475481e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01
1.178213353037324254e+02,9.795611262192879565e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01
1.219747325637799662e+02,9.110707985661707653e+01,1.800000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01
1.145508914422184432e+02,5.121640362227712018e+01,1.900000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01
1.161719034989897352e+02,9.526258447050446421e+01,2.000000000000000000e+01,2.100000000000000000e+01,2.200000000000000000e+01
1.319784318131334828e+02,5.851264820532396271e+01,2.100000000000000000e+01,2.200000000000000000e+01,2.300000000000000000e+01
1.762431820679408929e+02,9.404786015641194652e+00,2.200000000000000000e+01,2.300000000000000000e+01,2.400000000000000000e+01
1.536635340393690399e+02,6.580706648985351137e+01,2.300000000000000000e+01,2.400000000000000000e+01,2.500000000000000000e+01
1.543542791121082018e+02,1.040288902180543715e+02,2.400000000000000000e+01,2.500000000000000000e+01,2.600000000000000000e+01
1.412863307630044574e+02,6.141856396888483971e+01,2.500000000000000000e+01,2.600000000000000000e+01,2.700000000000000000e+01
1.198304922629957190e+02,3.954339388570483749e+01,2.600000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01
1.126103747030727504e+02,5.189470107824111267e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.900000000000000000e+01
1.167606405730780210e+02,7.452362041661690739e+01,2.800000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01
1.129917596200782555e+02,5.847777355542874034e+01,2.900000000000000000e+01,3.000000000000000000e+01,3.100000000000000000e+01
9.945159340069395171e+01,2.171681376261259899e+01,3.000000000000000000e+01,3.100000000000000000e+01,3.200000000000000000e+01
6.413552551116863754e+01,1.167261752992875223e+01,3.100000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01
4.648409582419067476e+01,1.115033631779778212e+01,3.200000000000000000e+01,3.300000000000000000e+01,3.400000000000000000e+01
2.430827955448732069e+01,2.844784701871126842e+01,3.300000000000000000e+01,3.400000000000000000e+01,3.500000000000000000e+01
3.584388629986381147e+01,3.067914601158253163e+01,3.400000000000000000e+01,3.500000000000000000e+01,3.600000000000000000e+01
4.989158813870452036e+01,1.994241710525582434e+01,3.500000000000000000e+01,3.600000000000000000e+01,3.700000000000000000e+01
6.293524590148741282e+01,2.654449095386836888e+01,3.600000000000000000e+01,3.700000000000000000e+01,3.800000000000000000e+01
7.528767924750285090e+01,4.451213317737085617e+01,3.700000000000000000e+01,3.800000000000000000e+01,3.900000000000000000e+01
8.476208694170509261e+01,5.685358387999828267e+01,3.800000000000000000e+01,3.900000000000000000e+01,4.000000000000000000e+01
9.031997875036205414e+01,4.316480047446066948e+01,3.900000000000000000e+01,4.000000000000000000e+01,4.100000000000000000e+01
9.444402241709060775e+01,3.960618638546255710e+01,4.000000000000000000e+01,4.100000000000000000e+01,4.200000000000000000e+01
1.002465814460736055e+02,3.193524698511035709e+01,4.100000000000000000e+01,4.200000000000000000e+01,4.300000000000000000e+01
1.101862004338373424e+02,1.692483382488584454e+01,4.200000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01
4.749472172760052047e+01,4.709564735726647022e+00,4.300000000000000000e+01,4.400000000000000000e+01,4.500000000000000000e+01
